,Textos_espanol,sdg,palabras
109,"Las escuelas y las autoridades locales (rayons) tienen poca flexibilidad para invertir más en recursos humanos (aumentando la plantilla o los salarios de los profesores) si éstos son más necesarios, o para invertir en recursos físicos (edificios escolares, equipamiento escolar como pizarras inteligentes) si los existentes son insuficientes o están anticuados. En general, los gobiernos locales y regionales tienen muy poca discrecionalidad de gasto, ya que las normas determinan cómo deben asignarse los recursos y las transferencias intergubernamentales tienen un efecto igualador muy limitado. Otro motivo de preocupación es la falta de consulta con las partes interesadas, lo que significa que las estrategias educativas podrían no reflejar plenamente la rica diversidad del país. La cantidad dedicada a la educación escolar, el 2,1% del PIB, es considerablemente inferior a la media de la OCDE, del 3,6%, aunque esta última también engloba los gastos postsecundarios no terciarios.",,"['aument', 'edificio', 'fisico', 'efect', 'norma', 'tambi', 'general', 'falt', 'poco', 'inferior', 'invert', 'recurs', 'reflejar', 'medio', 'pais', 'asignar él', 'existent', 'escol', 'efecto', 'equip', 'escolar', 'tambien', 'autor', 'plenamente', 'recurso', 'discrecionalidad', 'transferencia', 'poc', '36', 'ocde', 'parte', 'autoridad', 'rayons', 'ultimo', 'gobierno', 'invertir', 'consult', 'estan', 'necesario', 'intergubernamental', 'educ', 'pib', 'rico', 'flexibilidad', 'deb', 'gasto', 'cantidad', 'plantill', 'estrategia', 'fisic', 'pizarr', 'local', 'englob', 'educacion', '21', 'postsecundari', 'profesor', 'discrecional', 'diversidad', 'gobi', 'dedic', 'edifici', 'preocupacion', 'signif', 'motiv', 'estar', 'ultim', 'preocup', 'mas', 'postsecundario', 'asign', 'deber', 'aunque', 'escuela', 'transferent', 'determinar', 'human', 'pai', 'flexibil', 'igual', 'englobar', 'dedicado', 'reflej', 'escuel', 'plantilla', 'gast', 'existente', 'significar', 'determin', 'considerablemente', 'interes', 'plen', 'limit', 'anticuado', 'falta', 'limitado', 'consulta', 'divers', 'inteligente', 'educativo', 'cantid', 'necesari', 'salario', 'terciario', 'terciari', 'insuficient', 'consider', 'anticu', 'ric', 'part', 'humano', 'norm', 'pizarra', 'aunqu', 'interesado', 'motivo', 'podriar', 'salari', 'estrategi', 'si', 'podri', 'inteligent', 'regional', 'igualador', 'aumentar', 'medi', 'equipamiento']"
110,"También se les anima a trabajar para garantizar la aplicación efectiva del marco legal con el fin de garantizar la igualdad y la no discriminación entre todos los ciudadanos, sobre todo teniendo en cuenta el cambio de actitudes sociales, y a cuestionar las normas y prácticas sociales discriminatorias. En virtud de estas leyes, basadas en diversos grados en la religión, las mujeres no tienen los mismos derechos que los hombres a ejercer una profesión, viajar o ser cabeza de familia. Esto afecta a los resultados económicos y a la aplicación de disposiciones igualitarias en materia de empleo y espíritu empresarial. Los debates a nivel nacional e internacional atestiguan que las leyes sobre el estatuto personal influyen en los valores sociales.",,"['mujer', 'economico', 'estatuto', 'efect', 'norma', 'nacional', 'tambi', 'empleo', 'virtud', 'trabajar', 'afectar', 'derecho', 'ciudadan', 'discriminatori', 'bas', 'diverso', 'marc', 'estatut', 'legal', 'ejercer', 'cambio', 'influ', 'derech', 'valor', 'tambien', 'disposicion', 'social', 'mismo', 'materia', 'profesion', 'cabez', 'discriminacion', 'materi', 'personal', 'disposición', 'cambi', 'familia', 'cuestion', 'discrimin', 'contar', 'ejerc', 'famili', 'grado', 'fin', 'ser', 'cuestionar', 'econom', 'viaj', 'igualitaria', 'actitud', 'efectivo', 'marco', 'garantiz', 'religion', 'influir', 'debate', 'cuent', 'hombre', 'result', 'empresarial', 'practica', 'iguald', 'aplicacion', 'atestigu', 'trabaj', 'ciudadano', 'basado', 'grad', 'discriminatorio', 'cabeza', 'practic', 'animar', 'viajar', 'garantizar', 'igualitari', 'igualdad', 'divers', 'resultado', 'mism', 'nivel', 'internacional', 'hombr', 'emple', 'norm', 'atestiguan', 'anim', 'debat', 'ley', 'afect', 'espiritu', 'aplic']"
111,"Combinados con unos horarios de apertura adecuados, estos servicios también podrían apoyar a las madres y los padres que trabajan. Por el contrario, sin respuestas adecuadas a las tensiones entre las responsabilidades laborales y familiares, las desigualdades socioeconómicas y de género seguirán profundizándose y actuando en contra de la equidad y el desarrollo en la región. La Sección II establece un marco analítico para examinar estos cambios.",,"['padr', 'combinar', 'equid', 'establecer', 'region', 'apertura', 'responsabilidad', 'profundizandose', 'seccion', 'respons', 'cambi', 'gener', 'actuar', 'marco', 'tambi', 'desigualdad', 'desarrollo', 'servici', 'establec', 'socioeconom', 'trabajar', 'analitico', 'tensión', 'examinar', 'respuesta', 'analit', 'profundiz', 'genero', 'combin', 'seguir', 'examin', 'contrari', 'respuest', 'adecuado', 'tension', 'madre', 'servicio', 'marc', 'ii', 'podriar', 'familiar', 'actu', 'apoyar', 'laboral', 'contrario', 'cambio', 'adecu', 'podri', 'socioeconomica', 'apoy', 'horario', 'padre', 'horari', 'trabaj', 'equidad', 'seguirar', 'madr', 'tambien', 'apertur', 'desarroll']"
112,"El desempleo juvenil femenino es un problema crítico en Argelia: El 37,4% de las mujeres, frente al 18,6% de los hombres de 16 a 24 años, estaban desempleadas en 2010. El desempleo está especialmente extendido entre las licenciadas universitarias: El 33,6% de las mujeres con título universitario estaban desempleadas en 2010, frente al 11,1% de los hombres. Los datos muestran que la tasa de desempleo de las mujeres tituladas es significativamente superior, independientemente del Ã¡mbito de estudios elegido, lo que puede atribuirse a una supuesta ""elecciÃ³n con sesgo de gÃ©nero"". No existen grandes diferencias de género con respecto a la duración del desempleo: en 2011, el 74,8% de los hombres desempleados y el 71,3% de las mujeres desempleadas se enfrentaban al desempleo de larga duración, definido como el desempleo durante 12 meses o más (Office national des statistiques, 2012a).",,"['defin', 'existir', 'mujer', 'muestr', 'enfrent', 'elegido', 'licenci', 'mes', 'licenciada', 'extend', '336', 'sesgo', 'independientemente', 'titulo', 'mostrar', 'supuest', 'critico', 'desempl', 'diferent', 'estudi', 'duracion', 'atribu', 'estudio', '111', 'exist', 'poder', 'offic', 'juvenil', 'respecto', 'desemple', 'tas', 'gener', 'universitari', 'femenin', 'genero', '186', 'ambito', 'atribuir él', 'titul', 'problem', 'dato', 'femenino', 'enfrentar', 'titulado', 'pued', 'officir', 'problema', 'dat', 'universitario', 'largo', 'eleg', 'diferencia', 'mas', 'hombre', 'statistiqu', '713', 'definido', 'grand', 'superior', 'extendido', 'signific', 'sesg', 'ano', '374', 'argelia', 'critic', 'larg', 'anos', 'independient', 'tasa', 'respect', 'supuesto', 'des', 'hombr', 'desempleo', 'especial', 'eleccion', '2012a', 'national', '748', 'frent', 'especialmente', 'significativamente', 'ambit', 'frente', 'grande', 'argeli', 'desempleado']"
113,"Salvo en el caso de Botsuana, esto refleja el hecho de que, cuando los países africanos de la Commonwealth han estado dispuestos a adoptar las MST (véase el capítulo 4), lo han estado más a nivel local (considerado a menudo como ""asuntos comunitarios"" más que como ""política real"") que a nivel nacional. Sin embargo, al ser nombrados, los ministros son una prueba de fuego de la voluntad polÃtica. Se trata de un Ã¡mbito en el que los Jefes de Estado comprometidos con la igualdad de gÃ©nero tienen el poder de introducir cambios en un plazo relativamente corto. No existe una correlación directa entre los niveles de mujeres en el parlamento y en el gabinete.",,"['fuego', 'polit', 'existir', 'salv', 'mujer', 'polat', 'african', 'veas', 'adopt', 'nacional', 'voluntad', 'tratar', 'cort', 'compromet', 'relat', 'capitulo', 'nombrado', 'correlacion', 'reflejar', 'pais', 'cas', 'gabinet', 'ministr', 'comprometido', 'menud', 'cambio', 'fueg', 'exist', 'polatico', 'poder', 'jefe', 'pod', 'plazo', 'introducir', 'cambi', 'gener', 'volunt', 'prueba', 'genero', 'corto', 'dispuest', 'ambito', 'comunitario', 'ser', 'comunitari', 'local', 'embargo', 'caso', 'commonwealth', 'prueb', 'jef', 'embarg', 'parlament', 'considerado', 'botsuana', 'salvo', 'mas', 'direct', 'africano', 'hech', 'correl', 'gabinete', 'iguald', 'adoptar', 'reflej', 'real', 'capitul', 'menudo', 'commonwealth ', 'plaz', 'igualdad', 'asunto', 'vear', 'relativamente', 'ministro', 'mst', 'nivel', 'botsuan', 'introduc', 'hecho', 'directo', 'consider', 'politico', 'asunt', 'dispuesto', 'país', 'nombr', 'parlamento', 'ambit', 'trat']"
114,"Esto ayudó a las regiones a ver el objetivo en términos más concretos y alcanzables. Por ejemplo, en una región se llegó a la conclusión de que si 34 alumnos indígenas en situación de riesgo obtuvieran el QCE, se cerraría la brecha. Los esfuerzos de la oficina central también incluyeron talleres y sesiones de liderazgo para que los líderes escolares y el personal regional se centraran en por qué eran necesarias las mejoras y cómo podrían llevarse a cabo.",,"['inclu', 'centrar', 'riesg', 'alcanz', 'alcanzabl', 'situacion', 'conclusion', 'mejora', 'personal', 'esfuerz', 'esfuerzo', 'alumn', 'tambi', 'necesari', 'cerrari', 'ejemplo', 'objetivo', 'mejor', 'tambien', 'mas', 'qce', 'obtuv', 'termino', 'objet', 'oficin', 'cab', 'lider', 'alumno', 'concret', 'centr', 'sesión', 'liderazgo', 'obtener', 'riesgo', 'necesario', 'indigen', 'lleg', 'región', 'ayud', 'oficín', 'cabo', 'brech', 'podriar', 'ayudo', 'liderazg', 'termin', 'ver', 'si', 'podri', 'cerraria', 'regional', 'llev', 'llego', 'central', 'ejempl', 'taller', 'escolar', 'indigena', 'concreto', 'region', 'brecha', 'incluir', 'sesion', 'llevar él']"
115,"Europe & Central Asia Knowledge Brief, Vol. Por ejemplo, hay muchas posibilidades de mejorar la dieta para reducir el riesgo de enfermedades cardiovasculares y cáncer. En este contexto, la experiencia finlandesa (en Carelia del Norte) indica los considerables beneficios potenciales que pueden obtenerse modificando la dieta y otros factores de riesgo. Por lo que respecta al abuso de sustancias, los impuestos sobre el tabaco y el alcohol han ido en aumento, pero -según los datos internacionales disponibles- siguen estando por debajo de las normas europeas (Figura 3.17).26 Existen pruebas de que los bajos precios de estos productos fomentan un mayor consumo de tabaco y bebidas espirituosas (Treisman, 2008). Limitar la influencia de los grupos de presión de los productores contribuiría a aumentar la coherencia de las políticas y a reducir el consumo de sustancias a largo plazo. Las muertes de tráfico también podrían reducirse con medidas sencillas para reducir la velocidad de los vehículos mediante radares, el aumento de las multas por infracciones de tráfico y simples badenes pueden ser políticas rentables.",,"['riesg', 'polit', 'existir', 'aument', 'abuso', 'presion', 'debaj', 'treism', 'trafico', 'experient', 'norma', 'abus', 'obtener él', 'tambi', 'mayor', 'dietar', 'muert', 'finlandés', 'indicar', 'consum', 'rentabl', 'baden', 'benefici', 'aumento', 'politica', 'infracción', 'reducir él', 'beb', 'knowledge', 'multa', 'simple', 'mucho', 'reducir', 'baj', 'espirituosa', 'treisman', 'experiencia', 'exist', 'asiar', 'europ', 'poder', 'brief', 'tambien', 'sencill', 'product', 'precio', 'plazo', 'considerable', 'fomentar', 'coherent', 'bajo', 'bebida', 'norte', 'prueba', 'ejemplo', 'respectar', '317', 'mejor', 'finlandes', 'contexto', 'med', 'canc', 'dispon', 'impuesto', 'segun', 'muerte', 'sig', 'mejorar', 'badén', 'trafic', 'cardiovascular', 'posibilidad', 'ser', 'context', 'central', 'asi', 'ejempl', 'modific', 'foment', '26', 'radar', 'dato', 'tabac', 'preci', 'simpl', 'sustanci', 'prueb', 'pued', 'medida', 'enfermedad', 'dat', 'cancer', 'vehicul', 'largo', 'europeo', 'factor', 'disponible', 'mediante', 'mediant', 'debajo', 'sustancia', 'reduc', 'grupo', 'nort', 'knowledg', 'riesgo', 'alcohol', 'sencillo', 'beneficio', 'much', 'ir', 'producto', 'tabaco', 'impuest', 'productor', 'figur', 'limit', 'indic', 'influenci', 'plaz', 'mult', 'influencia', 'coherencia', 'infraccion', 'velocidad', 'larg', 'vol', 'contribuiri', 'carelia', 'limitar', 'respect', 'grup', 'consumo', 'internacional', 'contribuirio', 'diet', 'consider', 'norm', 'modificar', 'figurar', 'seguir', 'posibil', 'vehicu él', 'podriar', 'ido', 'potencial', 'careli', 'podri', 'europe', 'veloc', 'obten', 'aumentar', 'espiritu']"
116,"Sin embargo, la legislación de 2010 sobre el sistema de seguro médico obligatorio parece haber reforzado el papel del sistema de seguros. Esto, a su vez, puede haber contribuido a los recientes descensos de la mortalidad y al alargamiento de la vida media. Sin embargo, dado el poco tiempo transcurrido desde la introducción de estos programas, probablemente sea demasiado pronto para juzgar el resultado final. Las encuestas (realizadas por el Centro Levada) muestran que la proporción de la población que indica que la calidad de la atención sanitaria ha mejorado durante el último año pasó del 11% en 2002 al 20% en 2008 (Tabla 3.3).",,"['muestr', 'descenso', 'juzg', 'demasi', 'indicar', 'mostrar', 'realiz', 'legisl', 'proporcion', 'dar', 'centr', 'medio', 'reforz', 'sistema', 'alarg', 'calid', 'tabla', 'legislacion', 'papel', 'mortalidad', 'poder', 'encuest', 'programa', 'dad', 'contribu', 'calidad', 'medico', 'paso', 'transcurrir', 'mejor', '33', 'ultimo', 'pront', 'encuesta', 'pronto', 'mejorar', 'obligatorio', 'segur', 'contribuido', 'probablemente', 'embargo', 'levado', 'atencion', 'recient', 'pued', 'embarg', 'introduccion', 'tiempo', 'ultim', 'alargamiento', 'vez', 'tiemp', 'result', 'haber', 'reforzado', 'reciente', 'mortal', 'sanitari', 'program', 'vid', 'pas', 'obligatori', 'tabl', 'ano', 'indic', 'centro', 'sanitario', 'resultado', 'transcurr', 'vida', 'lev', 'hab', 'parecer', 'probabl', 'juzgar', 'sistem', 'descens', 'parec', 'seguro', 'demasiado', 'final', 'medic', 'poblacion', 'realizado', 'medi']"
117,"En lugar de agrupar a los alumnos por capacidades, los equipos de profesores aplican la diferenciación dentro de la clase, alternando entre la enseñanza básica para toda la clase y contenidos complementarios para los alumnos muy motivados o apoyo adicional para los alumnos menos motivados. Por lo general, trabajan con el grupo tres profesores de humanidades, ciencias naturales y una rama profesional, y al menos uno de los tres tiene experiencia en la enseñanza de alumnos con necesidades educativas especiales. Como resultado, hay menos mala conducta en las clases y los alumnos de bajo rendimiento han mejorado su rendimiento académico.",,"['lugar', 'capac', 'natural', 'profesor', 'ram', 'clase', 'menos', 'contenido', 'neces', 'motivar', 'diferenci', 'experient', 'educativo', 'resultado', 'alternar', 'complementario', 'alumn', 'diferenciacion', 'bajo', 'lug', 'dentro', 'ramar', 'conten', 'academ', 'motiv', 'grup', 'general', 'mejor', 'agrup', 'academico', 'aplicar', 'men', 'trabajar', 'ciencia', 'alumno', 'result', 'conduct', 'especial', 'grupo', 'apoyo', 'equipo', 'basic', 'tod', 'todo', 'malo', 'adicional', 'agrupar', 'tres', 'capacidad', 'mejorar', 'human', 'educ', 'complementari', 'humanidad', 'ensenanza', 'profesional', 'baj', 'clas', 'apoy', 'dentr', 'basica', 'experiencia', 'equip', 'altern', 'cienci', 'necesidad', 'trabaj', 'conducta', 'rendimiento', 'rendimient', 'aplic', 'ensen', 'mal']"
118,"Las políticas de fomento de las fusiones de municipios deberían reforzar el sector de la atención primaria. Las reformas en la organización del sector hospitalario y las urgencias también deberían mejorar la calidad de la asistencia y la eficiencia. La concentración de la actividad en centros de salud de tamaño suficiente generaría mayores volúmenes de atención que propiciarían una práctica médica óptima y economías de escala. Los centros sanitarios más grandes pueden permitirse equipos médicos más avanzados, contratar personal con más facilidad y crear una base de conocimientos médicos más sólida.",,"['volumen', 'fomento', 'polit', 'salud', 'hospitalari', 'eficient', 'activ', 'practicar', 'suficient', 'optim', 'sol', 'conoc', 'tambi', 'mayor', 'primari', 'base', 'urgenci', 'centr', 'fusion', 'politica', 'eficiencia', 'bas', 'reforz', 'reform', 'generario', 'economia', 'asistencia', 'fusión', 'propiciariar', 'calid', 'urgencia', 'equip', 'poder', 'tamano', 'tambien', 'economi', 'cre', 'solido', 'personal', 'calidad', 'escal', 'medico', 'mejor', 'contrat', 'avanz', 'crear', 'primario', 'concentr', 'contratar', 'mejorar', 'escala', 'deberiar', 'asistent', 'municipi', 'foment', 'reforzar', 'atencion', 'facil', 'pued', 'optimar', 'sector', 'conocimiento', 'organizacion', 'mas', 'facilidad', 'equipo', 'generari', 'grand', 'sanitari', 'practic', 'centro', 'organiz', 'avanzado', 'permitir él', 'hospitalario', 'sanitario', 'actividad', 'concentracion', 'propiciari', 'taman', 'permit', 'deberi', 'reforma', 'medic', 'grande', 'suficiente', 'municipio']"
119,"En la etapa de secundaria inferior (Years 8 tolO), los profesores califican cada asignatura dos veces al año. En la secundaria superior, los profesores realizan una evaluación continua, y los alumnos se presentan a exámenes cnd-of-ycar (UNESCO. La autoridad central en materia de evaluación aconseja que la evaluación se utilice como instrumento para gestionar el aprendizaje, y no como herramienta de selección. Cada vez se hace más hincapié en la evaluación de las competencias que en la de los conocimientos y los hechos (UNESCO, 2007).",,"['materia', 'cada', 'calific', 'years', 'profesor', 'materi', 'to él', 'utilizar', 'aconsejar', 'presentar', 'alumn', 'conoc', 'asignatur', 'conocimiento', 'gestion', 'evalu', 'examen', 'gestionar', 'herramienta', 'hac', 'hecho', 'utilic', 'cad', 'asignatura', 'secundario', 'continuo', 'unescir', 'vez', 'dos', 'etapa', 'autoridad', 'tol', 'aprendizaj', 'mas', 'instrumento', 'secundari', 'cndofyc', 'realiz', 'inferior', 'alumno', 'hincapie', 'vec', 'hech', 'herramient', 'realizar', 'seleccion', 'aconsej', 'evaluacion', 'instrument', 'competent', 'etap', 'hincapi', 'calificar', 'superior', 'continu', 'hacer', 'central', 'aprendizaje', 'unesc', 'cndofycar', 'competencia', 'present', 'autor', 'ano']"
120,"De hecho, (casi) todo puede aprenderse de diferentes maneras. Esto puede implicar un cambio en las tareas propuestas a los alumnos, pero no necesariamente un cambio en las materias o dominios aprendidos. Al revisar los planes de estudios de los países para ver si la creatividad y el pensamiento crítico eran un objetivo, y cómo se traducían en la práctica, nos dimos cuenta de que la mayoría de los documentos curriculares recogen la creatividad y el pensamiento crítico como resultados del aprendizaje y competencias que los estudiantes deberían adquirir, pero esto suele quedarse en la parte ""aspiracional"" o introductoria del plan de estudios. Normalmente, la descripción más práctica del plan de estudios se centra exclusivamente en un problema cerrado con una única solución correcta, las destrezas técnicas, y deja poco margen, si es que deja alguno, a una formulación que permita a los profesores considerar que sería posible dar a los estudiantes oportunidades para desarrollar su creatividad o su pensamiento crítico en el proceso.",,"['recoger', 'aprender él', 'propuesta', 'formulacion', 'practicar', 'casi', 'normalmente', 'seri', 'objetivo', 'exclusivamente', 'quedar él', 'oportun', 'implicar', 'dar', 'centr', 'pais', 'creatividad', 'critico', 'estudiante', 'curricular', 'manera', 'cambio', 'diferent', 'estudi', 'dim', 'aprendizaje', 'estudio', 'traduciar', 'recog', 'poder', 'qued', 'pensamiento', 'materia', 'descripcion', 'materi', 'domini', 'proceso', 'alumn', 'cambi', 'margen', 'parte', 'pensamient', 'mayorio', 'aprendizaj', 'tecnica', 'adquir', 'objet', 'dominio', 'contar', 'destreza', 'introductorio', 'proces', 'deberiar', 'aprendido', 'oportunidad', 'ver', 'destrez', 'marg', 'algun', 'mayori', 'adquirir', 'problem', 'introductori', 'dejar', 'implic', 'normal', 'profesor', 'soler', 'pued', 'diferente', 'solucion', 'creativ', 'problema', 'aprend', 'tarea', 'propuest', 'traduci', 'mas', 'posible', 'cuent', 'alumno', 'result', 'hech', 'documento', 'considerar', 'alguno', 'tecnic', 'aspiracional', 'cerrado', 'suel', 'exclus', 'unic', 'competent', 'desarroll', 'centrar', 'practic', 'cerr', 'correcto', 'formul', 'critic', 'posibl', 'resultado', 'revis', 'necesari', 'document', 'permitir', 'hecho', 'unicar', 'necesariamente', 'tar', 'consider', 'part', 'maner', 'permit', 'dej', 'deberi', 'país', 'revisar', 'si', 'desarrollar', 'competencia', 'plan', 'serio', 'correct']"
121,"Unas políticas justas e integradoras en materia de educación y atención a la primera infancia (AEPI) contribuyen a un sistema educativo equitativo. Hay guarderías y educación preescolar, y más de la mitad de los niños de 4 años asisten a ellas. Desde 2001, los niños de 6 años pueden acceder a la educación preescolar para prepararse para el primer curso de la educación básica, es gratuita y voluntaria, y casi todos los niños de 6 años la cursan (98%).",,"['guarderi', 'materia', 'justo', 'polit', 'equit', 'just', 'equitativo', 'preparar él', 'voluntario', 'educacion', 'preescol', 'materi', 'unas', 'pued', 'contribu', 'nin', 'anos', 'infanci', 'casi', 'educativo', 'mit', 'mas', 'cursar', 'primero', 'curso', 'primer', 'acced', 'uno', 'politica', 'mitad', 'basic', 'asistir', 'asist', 'aepi', 'prim', 'integrador', 'infancia', 'sistema', 'preescolar', 'nino', 'acceder', 'gratuito', 'educ', 'curs', 'sistem', 'contribuir', 'basica', 'gratuit', 'voluntari', 'guarderia', 'prepar', 'poder', 'integr', 'atencion', 'ano']"
122,"Recomendaciones políticas para mejorar los resultados sanitarios y el sistema (cont.) Este indicador resume el número de años que se espera vivir en ""plena salud"" y es elaborado por la Organización Mundial de la Salud. Los aÃ±os potenciales de vida perdidos son una medida de la mortalidad prematura, calculada como el nÃºmero de aÃ±os perdidos antes de los 70 aÃ±os. El indicador también se ajusta excluyendo las muertes que pueden atribuirse a ""causas externas"", como accidentes de transporte terrestre, caídas accidentales, agresiones y suicidios.",,"['cont', 'plen', 'polit', 'suicidi', 'indic', 'salud', 'organiz', 'agresion', 'indicador', 'pued', 'ajustar', 'sanitario', 'resultado', 'extern', 'anos', 'exclu', 'accident', 'vivir', 'vida', 'terrestre', 'tambi', 'prematura', 'muert', 'calculado', 'esper', 'elabor', 'organizacion', 'mundial', 'mejor', 'medir', 'resumir', 'agresión', 'transporte', 'med', 'result', 'esperar', 'transport', 'numer', 'elaborado', 'caida', 'politica', 'numero', 'accidental', 'muerte', 'mejorar', 'sistema', 'resum', 'accidente', 'externo', 'potencial', 'sistem', 'perd', 'causa', 'calcul', 'recomendación', 'recomend', 'mortal', 'viv', 'prematur', 'sanitari', 'caid', 'atribuir él', 'ajust', 'atribu', 'terrestr', 'pleno', 'mortalidad', 'excluir', 'perdido', 'vid', 'poder', 'tambien', 'suicidio', 'ano', 'caus']"
123,"Al igual que en otros países de la región y del mundo, un estudio realizado en 2009 en los EAU, en el que participaron 980 residentes, muestra que el 77% denunciaría a la policía las agresiones por violación, aunque la mayoría de las mujeres nacionales se abstendría de hacerlo. Cuando se les preguntó qué les disuadía de hacerlo, el 55% de las entrevistadas nacionales alegaron preocupación por el honor de la familia o por su propia reputación, y el 49% de las encuestadas nacionales temían ser juzgadas por la sociedad o acusadas injustamente de comportamiento inmoral. Esto pone de manifiesto un temor muy arraigado entre las mujeres a que tratar con las autoridades policiales pueda acarrearles problemas.",,"['mujer', 'muestr', 'entrevistado', 'nacional', 'juzg', 'pregunt', 'tratar', 'policial', 'policia', 'pon', 'mostrar', 'realiz', 'socied', 'injust', 'pais', 'honor', 'estudi', 'denunciari', 'particip', 'estudio', 'poder', 'encuest', 'autor', 'reputacion', 'eau', 'residente', 'autoridad', 'mayorio', 'propio', 'familia', 'abstendri', 'sociedad', 'arraig', 'arraigado', 'famili', 'inmoral', 'alegar', 'ser', 'mayori', 'juzgada', 'reput', 'problem', 'comportamiento', 'acarr', 'pued', 'aleg', 'mund', 'disuadio', 'problema', 'preocupacion', 'abstendrio', 'violacion', 'acarrearl', 'preocup', 'agresión', 'denunciario', 'manifiesto', 'aunque', 'polici', 'comport', 'disuadi', 'encuestada', 'igual', 'injustamente', 'preguntar', 'resident', 'temi', 'manifiest', 'mundo', 'agresion', 'entrevist', 'temor', 'hac', 'temiar', 'propi', 'hacer él', 'poner', 'aunqu', 'país', 'acus', 'acusado', 'realizado', 'region', 'trat', 'participar']"
124,"Las probabilidades de iniciar pronto los cuidados prenatales también son mayores entre las mujeres que viven en pareja que entre las madres solteras. Sin embargo, las mujeres casadas formalmente no difieren de las solteras en lo que respecta al calendario de atención prenatal. Las mujeres rurales tienen menos probabilidades de cumplir con el calendario recomendado de visitas de atención prenatal en comparación con las mujeres urbanas. También se observa una menor probabilidad de inicio temprano de la atención prenatal entre los partos de mayor orden en comparación con los primeros partos.",,"['cumplir', 'rural', 'mujer', 'recomendado', 'solter', 'diferir', 'menor', 'prenatal', 'menos', 'embarg', 'calendari', 'visit', 'vivir', 'calendario', 'tambi', 'mayor', 'respect', 'cuidado', 'respectar', 'formalmente', 'difier', 'temprano', 'parto', 'men', 'iniciar', 'pront', 'primero', 'primer', 'parej', 'part', 'cuid', 'orden', 'cas', 'tempran', 'pronto', 'probabil', 'madre', 'casada', 'comparacion', 'cumpl', 'probabilidad', 'urban', 'inici', 'compar', 'pareja', 'recomend', 'viv', 'inicio', 'urbano', 'observ', 'formal', 'observar', 'soltera', 'visita', 'madr', 'tambien', 'embargo', 'atencion']"
125,"Beating the Blues es un curso informatizado de TCC para la depresión leve, mientras que FearFighter es un curso informatizado de TCC específico para el pánico y las fobias. Además, en Escocia ""Living Life to the Full Interactive"", un curso informatizado de TCC para la depresión leve a moderada y la ansiedad supervisado por un médico de cabecera o un terapeuta cualificado, es ampliamente accesible a todos los ciudadanos escoceses que obtengan una ""puntuación anímica"" determinada en una prueba estandarizada. Estos programas han demostrado su eficacia clínica y su rentabilidad, lo que ha llevado al Gobierno a recomendar su implantación a gran escala.",,"['to', 'supervis', 'fearfight', 'mientr', 'cabecer', 'implantacion', 'obtengan', 'escoces', 'panico', 'gran', 'depresion', 'ciudadan', 'fobi', 'living', 'panic', 'tcc', 'estandarizado', 'estandariz', 'puntuacion', 'interactiv', 'clinic', 'moder', 'llevado', 'blues', 'animico', 'acces', 'the', 'programa', 'cualific', 'ampliamente', 'ansiedad', 'accesible', 'escal', 'supervisado', 'medico', 'implant', 'prueba', 'obteng', 'rentabil', 'gobierno', 'determinado', 'fearfighter', 'escala', 'curs', 'rentabilidad', 'demostrado', 'leve', 'escocés', 'interactivar', 'cualificado', 'recomendar', 'escoci', 'prueb', 'fobia', 'informatiz', 'especif', 'informatizado', 'curso', 'escocia', 'ansied', 'terapeutar', 'beating', 'program', 'llev', 'ampli', 'ciudadano', 'demostr', 'especifico', 'determin', 'life', 'mientras', 'moderado', 'blu', 'cabecerar', 'lev', 'clinico', 'terapeut', 'gobiern', 'lif', 'eficacia', 'anim', 'recomend', 'full', 'adema', 'medic', 'eficaci', 'adem']"
